Frame,L_x1,L_x2,L_x3,L_x4,L_y1,L_y2,L_y3,L_y4,R_x1,R_x2,R_x3,R_x4,R_y1,R_y2,R_y3,R_y4,L_longueur,L_largeur,disparity_mid1,disparity_mid2,disparity_mid3,disparity_mid4,longueur_cm,largeur_cm,profondeur_m
2508,2777,3089,3299,2986,1479,1794,1585,1271,2390.0,2595.0,2796.0,2592.0,1519.0,1826.0,1691.0,1385.0,443.3582073222509,295.57148035627523,440.5,498.5,448.5,390.5,37.477,17.348,1.452
2510,2818,3101,3313,3029,1552,1842,1636,1345,2398.0,2628.0,2807.0,2578.0,1592.0,1886.0,1747.0,1452.0,405.90947266601205,295.5917793173552,446.5,489.5,478.5,435.5,22.569,18.469,1.38
2512,2837,3162,3339,3014,1621,1972,1807,1457,2411.0,2638.0,2822.0,2596.0,1661.0,1978.0,1846.0,1529.0,477.99084719270513,241.63867653999432,475.0,520.5,467.5,422.0,31.434,14.177,1.365
2514,2827,3209,3404,3022,1698,2117,1940,1521,2386.0,2666.0,2875.0,2594.0,1732.0,2118.0,1966.0,1580.0,566.9964726521674,263.3514761682569,492.0,536.0,478.5,434.5,32.164,15.549,1.325
2526,2424,2564,2722,2582,1445,1636,1521,1330,,,,,,,,,236.81427321848656,195.420060382756,,,,,,,
2528,2290,2467,2705,2528,1429,1704,1551,1276,,,,,,,,,327.0382240656281,282.936388610585,,,,,,,
2530,2377,2565,2712,2524,1404,1713,1624,1315,,,,,,,,,361.69738732813653,171.8429515575195,,,,,,,
2532,2292,2483,2690,2499,1565,1805,1641,1401,,,,,,,,,306.72626232522055,264.09278672466615,,,,,,,
2534,2259,2439,2687,2507,1572,1873,1724,1423,,,,,,,,,350.71498399697725,289.31816396486414,,,,,,,
2536,2250,2426,2676,2500,1630,1927,1779,1482,,,,,,,,,345.23180618245476,290.5236651290218,,,,,,,
2538,2235,2418,2673,2489,1685,1996,1846,1535,,,,,,,,,361.1000553863153,295.415385516733,,,,,,,
2540,2232,2443,2677,2466,1803,2075,1894,1622,,,,,,,,,344.2455518957362,295.83272300406526,,,,,,,
2544,2310,2414,2594,2491,1965,2089,1937,1814,,,,,,,,,235.65334710120288,161.13503653768166,,,,,,,
2554,3225,3153,3529,3601,820,1084,1186,922,,,,,,,,,389.58952757999026,273.64210202379314,,,,,,,
2556,3123,3055,3565,3634,818,1119,1236,935,,,,,,,,,523.735858997644,308.69604791768876,,,,,,,
2558,3123,3172,3617,3568,987,1290,1218,915,,,,,,,,,450.78708943358174,306.93647551244214,,,,,,,
2560,3220,3114,3521,3627,940,1231,1379,1089,,,,,,,,,433.24502305277554,309.23494304492823,,,,,,,
2562,3293,3124,3426,3595,998,1283,1462,1177,,,,,,,,,351.062672467467,331.3397048347813,,,,,,,
2564,3255,3114,3508,3649,1058,1342,1537,1254,,,,,,,,,439.8366173933225,316.62793622799614,,,,,,,
2566,3156,3186,3650,3620,1223,1564,1523,1182,,,,,,,,,465.8079003194343,342.31710445141357,,,,,,,
2568,3307,3158,3471,3621,1191,1462,1634,1363,,,,,,,,,357.58390623740326,309.5016155046691,,,,,,,
2570,3296,3089,3442,3649,1173,1448,1713,1438,,,,,,,,,441.40004531037374,344.200522951375,,,,,,,
2572,3029,2996,3618,3651,1317,1763,1809,1363,,,,,,,,,623.698645180507,447.21918563496354,,,,,,,
2578,3072,3017,3633,3688,1476,1930,2005,1551,,,,,,,,,620.5489505268702,457.31936324629856,,,,,,,
2580,3204,3377,3592,3420,1732,2025,1899,1605,,,,,,,,,340.43868757824805,249.884973537826,,,,,,,
2582,3385,3194,3556,3747,1577,1880,2108,1805,,,,,,,,,427.8177181931576,358.1759344232943,,,,,,,
2596,493,889,1031,635,191,638,513,65,,,,,,,,,597.5552275731508,189.51055379582425,,,,,,,
2602,822,809,1075,1087,156,622,629,163,,,,,,,,,466.16762006814673,265.5922626885053,,,,,,,
2606,611,593,1009,1027,145,425,452,172,,,,,,,,,416.8752811093505,280.5779749018087,,,,,,,
2608,775,786,977,967,333,767,762,328,,,,,,,,,434.12699754795256,191.56526303064447,,,,,,,
2610,837,660,845,1021,333,600,722,454,,,,,,,,,320.4816687425351,220.9128787554044,,,,,,,
2612,745,706,871,909,399,725,745,418,,,,,,,,,328.7620720216978,165.6517431239406,,,,,,,
2614,756,699,873,930,445,784,813,474,,,,,,,,,343.7586362551492,176.40011337864837,,,,,,,
2616,756,699,873,930,445,784,813,474,,,,,,,,,343.7586362551492,176.40011337864837,,,,,,,
2618,867,666,846,1047,523,766,914,671,,,,,,,,,315.35694062442957,233.03218661807213,,,,,,,
2620,770,713,877,934,588,925,953,615,,,,,,,,,342.27949105957254,166.2896569242958,,,,,,,
2622,718,643,919,994,642,1149,1190,683,,,,,,,,,512.5173167806138,279.0286723618202,,,,,,,
2624,867,673,846,1039,671,931,1060,800,,,,,,,,,324.1022215289491,215.40020891354771,,,,,,,
2626,780,717,878,941,734,1073,1103,764,,,,,,,,,344.80429231667057,163.77118183612157,,,,,,,
2628,754,691,941,1004,783,1175,1215,823,,,,,,,,,397.0302255496425,253.17977802344325,,,,,,,
2630,754,691,941,1004,783,1175,1215,823,,,,,,,,,397.0302255496425,253.17977802344325,,,,,,,
2632,778,706,869,941,885,1223,1258,920,,,,,,,,,345.5835644240044,166.715326230074,,,,,,,
2634,874,637,803,1040,923,1184,1336,1075,,,,,,,,,352.5478690901421,225.07776433935007,,,,,,,
2636,874,637,803,1040,923,1184,1336,1075,,,,,,,,,352.5478690901421,225.07776433935007,,,,,,,
2638,855,635,809,1029,992,1292,1420,1120,,,,,,,,,372.0215047547655,216.0092590608097,,,,,,,
2640,855,635,809,1029,992,1292,1420,1120,,,,,,,,,372.0215047547655,216.0092590608097,,,,,,,
2642,479,668,990,802,1367,1772,1622,1217,,,,,,,,,446.7183116909357,355.6771710413813,,,,,,,
2644,479,668,990,802,1367,1772,1622,1217,,,,,,,,,446.7183116909357,355.6771710413813,,,,,,,
2646,652,462,818,1008,1292,1696,1864,1461,,,,,,,,,445.99579594431157,393.86323768536715,,,,,,,
2648,463,748,1011,727,1612,1924,1683,1372,,,,,,,,,421.8678703101245,356.75271547670104,,,,,,,
2650,3329,3173,3616,3772,1384,1817,1977,1544,,,,,,,,,471.008492492439,460.2445002387318,,,,,,,
